id,Main_mood,happy,sad,romantic,calm
113812,sad,1,2,1,0
113813,romantic,2,2,7,1
113814,romantic,1,5,6,3
113815,happy,sad,1,1,0,0
113816,romantic,0,0,3,0
113817,romantic,0,0,1,0
113818,romantic,1,2,12,2
113819,romantic,0,1,8,0
113820,romantic,0,0,2,0
113821,romantic,2,0,10,0
113822,romantic,4,5,8,1
113823,romantic,5,5,12,10
113824,sad,6,9,6,3
113825,romantic,5,2,15,2
113826,romantic,5,2,11,5
113827,sad,romantic,calm,3,5,5,5
113828,romantic,3,2,6,1
113829,romantic,6,12,15,7
113830,happy,sad,calm,32,32,0,32
113831,happy,romantic,4,0,4,0
113832,romantic,2,1,3,0
113833,happy,3,2,1,0
113834,romantic,2,2,3,0
113835,romantic,1,1,3,0
113836,sad,2,3,1,1
113837,sad,romantic,calm,1,3,3,3
113838,happy,romantic,4,2,4,2
113839,romantic,12,11,17,4
113840,romantic,2,1,7,0
113841,romantic,1,1,3,1
113842,romantic,2,3,6,2
113843,happy,8,0,2,0
113844,happy,8,4,7,6
113845,sad,romantic,calm,0,2,2,2
113846,romantic,4,2,18,2
113847,romantic,4,0,6,0
113848,happy,sad,6,6,4,0
113849,romantic,10,8,12,6
113850,happy,romantic,14,8,14,7
113851,romantic,4,0,7,0
113852,happy,6,3,1,1
113853,romantic,9,10,15,1
113854,romantic,0,5,8,1
113855,sad,3,4,1,0
113856,sad,romantic,1,2,2,1
113857,romantic,3,2,6,0
113858,sad,0,3,0,0
113859,romantic,3,4,23,4
113860,romantic,1,0,2,0
113861,sad,0,4,1,0
113862,romantic,3,2,9,1
113863,romantic,1,0,6,0
113864,sad,0,3,2,0
113865,romantic,4,4,5,1
113866,romantic,0,2,7,1
113867,romantic,7,7,14,0
113868,sad,0,11,6,1
113869,romantic,2,1,3,0
113870,sad,3,4,2,0
113871,romantic,0,3,4,3
113872,romantic,2,1,9,1
113873,romantic,2,1,8,0
113874,sad,0,6,5,2
113875,romantic,0,3,14,0
113876,happy,9,4,7,3
113877,romantic,6,1,10,0
113878,sad,0,4,2,1
113879,romantic,2,2,8,1
113880,romantic,23,30,34,14
113881,romantic,2,0,6,1
113882,happy,calm,1,0,0,1
113883,sad,1,2,0,0
113884,romantic,5,2,9,2
113885,romantic,1,2,8,1
113886,romantic,0,2,9,0
113887,happy,15,5,8,4
113888,happy,42,33,14,35
113889,sad,33,34,13,30
113890,sad,7,14,8,11
113891,happy,37,23,8,32
113892,sad,0,2,0,0
113893,calm,21,22,16,25
113894,romantic,2,5,6,3
113895,romantic,1,4,6,4
113896,romantic,4,3,13,2
113897,sad,6,10,6,6
113898,happy,romantic,3,0,3,0
113899,romantic,2,3,7,3
113900,romantic,0,0,4,0
113901,romantic,2,1,8,0
113902,sad,1,3,1,1
113903,romantic,2,0,13,0
113904,romantic,1,0,7,0
113905,romantic,2,2,14,1
113906,sad,romantic,calm,1,2,2,2
113907,romantic,2,1,30,0
113908,romantic,1,2,16,1
113909,romantic,2,5,10,2
113910,romantic,5,3,13,2
113911,romantic,4,3,11,3
113912,romantic,3,5,29,4
113913,romantic,0,1,2,0
113914,romantic,8,4,16,2
113915,romantic,1,1,8,0
113916,romantic,3,10,19,8
113917,romantic,5,4,6,3
113918,romantic,0,0,3,0
113919,romantic,6,4,13,2
113920,romantic,2,4,5,3
113921,happy,8,3,7,2
113922,romantic,5,2,17,0
113923,romantic,3,2,7,0
113924,romantic,0,0,9,0
113925,romantic,0,3,14,3
113926,romantic,6,5,11,0
113927,romantic,1,0,5,1
113928,sad,0,3,0,0
113929,sad,0,9,4,0
113930,happy,3,1,2,2
113931,happy,6,5,4,3
113932,romantic,3,2,7,3
113933,romantic,6,6,13,2
113934,happy,sad,romantic,4,4,4,1
113935,romantic,1,0,3,0
113936,happy,4,0,2,1
113937,romantic,11,10,12,7
113938,romantic,0,0,6,0
113939,romantic,0,2,8,1
113940,happy,romantic,3,1,3,1
113941,sad,romantic,0,1,1,0
113942,romantic,1,0,12,6
113943,sad,6,9,5,7
113944,romantic,4,6,8,6
113945,happy,4,2,2,1
113946,romantic,0,0,2,0
113947,romantic,8,3,15,0
113948,romantic,0,0,2,0
113949,romantic,0,4,8,1
113950,sad,2,3,2,2
113951,romantic,3,2,12,2
113952,sad,0,10,6,1
113953,happy,2,0,1,0
113954,romantic,1,0,3,1
113955,romantic,1,1,5,1
113956,romantic,0,0,4,0
113957,happy,romantic,6,3,6,4
113958,romantic,0,0,1,0
113959,romantic,1,3,4,1
113960,romantic,3,2,25,0
113961,romantic,0,0,2,0
113962,happy,romantic,1,0,1,0
113963,romantic,1,1,2,0
113964,romantic,1,1,7,0
113965,sad,calm,4,16,7,16
113966,romantic,2,6,7,2
113967,romantic,0,2,3,0
113968,romantic,0,0,4,0
113969,romantic,3,0,10,0
113970,romantic,3,6,10,2
113971,romantic,1,1,2,0
113972,romantic,9,6,15,0
113973,romantic,10,0,18,0
113974,romantic,2,4,12,2
113975,sad,0,3,2,1
113976,romantic,5,2,14,0
113977,sad,romantic,0,15,15,11
113978,romantic,0,0,3,0
113979,romantic,3,13,26,5
113980,sad,1,6,0,0
113981,happy,sad,romantic,4,4,4,0
113982,happy,2,1,0,0
113983,romantic,1,1,3,0
113984,happy,calm,6,5,4,6
113985,romantic,0,1,4,1
113986,sad,2,10,4,0
113987,romantic,0,5,10,1
113988,sad,romantic,0,4,4,0
113989,romantic,3,0,6,0
113990,happy,sad,calm,1,1,0,1
113991,happy,romantic,3,0,3,0
113992,romantic,2,2,3,2
113993,romantic,7,1,9,0
113994,romantic,3,5,7,5
113995,romantic,0,0,11,0
113996,romantic,1,1,13,2
113997,calm,4,2,4,5
113998,romantic,3,1,12,4
113999,romantic,0,0,3,0
114000,romantic,0,2,4,1
114001,sad,2,5,3,3
114002,romantic,3,0,12,0
114003,romantic,1,0,2,0
114004,romantic,1,0,2,0
114005,romantic,1,0,5,0
114006,romantic,0,1,2,1
114007,romantic,0,4,6,4
114008,happy,4,1,3,1
114009,sad,1,3,1,1
114010,romantic,calm,3,2,4,4
114011,happy,sad,calm,2,2,0,2
114012,romantic,1,0,2,0
114013,happy,sad,romantic,calm,0,0,0,0
114014,sad,2,3,2,1
114015,romantic,3,0,16,0
114016,happy,sad,4,4,3,3
114017,romantic,1,2,12,1
114018,romantic,2,14,18,10
114019,romantic,0,2,3,2
114020,romantic,2,4,22,0
114021,romantic,5,4,8,2
114022,romantic,3,1,8,2
114023,romantic,1,0,3,0
114024,romantic,3,2,9,1
114025,romantic,1,4,12,0
114026,romantic,6,2,10,0
114027,romantic,3,2,7,0
114028,happy,10,4,8,0
114029,romantic,3,3,5,2
114030,sad,0,3,2,1
114031,romantic,0,0,7,0
114032,romantic,1,3,7,2
114033,romantic,0,3,5,3
114034,romantic,2,6,15,9
114035,romantic,3,4,10,3
114036,romantic,1,1,3,0
114037,romantic,0,2,3,1
114038,romantic,5,0,6,5
114039,romantic,1,6,8,6
114040,romantic,1,2,4,2
114041,happy,3,0,0,0
114042,happy,romantic,3,0,3,0
114043,romantic,1,2,4,1
114044,happy,romantic,3,0,3,0
114045,happy,1,0,0,0
114046,romantic,0,1,4,2
114047,romantic,1,4,5,3
114048,romantic,1,0,6,0
114049,romantic,0,1,5,2
114050,happy,5,0,2,0
114051,romantic,3,1,8,0
114052,romantic,2,7,11,7
114053,sad,romantic,0,1,1,0
114054,romantic,1,2,5,3
114055,happy,calm,1,0,0,1
114056,romantic,2,2,18,3
114057,romantic,2,2,8,2
114058,romantic,3,0,4,2
114059,romantic,4,1,9,0
114060,romantic,2,0,6,1
114061,sad,romantic,calm,0,2,2,2
114062,romantic,5,2,9,0
114063,romantic,0,2,9,2
114064,romantic,1,1,8,1
114065,romantic,8,3,15,4
114066,romantic,2,1,6,0
114067,sad,1,8,6,6
114068,happy,5,0,2,0
114069,happy,sad,romantic,1,1,1,0
114070,romantic,3,5,11,3
114071,romantic,10,1,14,1
114072,romantic,1,1,10,1
114073,romantic,1,0,7,0
114074,sad,2,10,0,1
114075,happy,sad,romantic,1,1,1,0
114076,romantic,5,5,11,0
114077,happy,2,1,0,0
114078,sad,romantic,0,1,1,0
114079,romantic,1,0,4,0
114080,romantic,1,1,8,1
114081,romantic,0,0,1,0
114082,romantic,1,5,11,2
114083,romantic,1,1,2,1
114084,sad,0,2,1,0
114085,romantic,5,3,10,3
114086,romantic,1,0,3,0
114087,romantic,0,9,21,5
114088,romantic,1,4,15,4
114089,romantic,8,5,20,0
114090,sad,romantic,0,1,1,0
114091,happy,sad,romantic,calm,0,0,0,0
114092,sad,romantic,0,2,2,0
114093,sad,0,1,0,0
114094,happy,sad,romantic,calm,0,0,0,0
114095,happy,sad,romantic,calm,0,0,0,0
114096,happy,sad,romantic,calm,0,0,0,0
114097,sad,0,5,0,0
114098,sad,romantic,0,2,2,0
114099,sad,romantic,0,2,2,0
114100,happy,sad,romantic,calm,0,0,0,0
114101,sad,0,1,0,0
114102,sad,romantic,0,1,1,0
114103,sad,0,1,0,0
114104,sad,romantic,0,1,1,0
114105,sad,0,2,0,0
114106,sad,0,2,0,0
114107,sad,36,46,24,32
114108,calm,22,21,17,27
114109,sad,26,36,28,18
114110,sad,21,27,10,25
114111,happy,13,11,10,10
114112,romantic,2,0,16,1
114113,sad,42,44,17,42
114114,calm,26,16,13,33
114115,romantic,3,5,10,5
114116,happy,30,29,5,24
114117,sad,37,45,22,37
114118,sad,17,29,20,12
114119,sad,5,7,5,0
114120,sad,26,40,9,26
114121,happy,28,25,17,25
114122,happy,39,28,23,36
114123,sad,calm,24,31,18,31
114124,calm,21,26,17,32
114125,romantic,3,3,6,3
114126,romantic,8,2,19,1
114127,romantic,1,1,4,0
114128,sad,romantic,0,7,7,6
114129,romantic,4,6,8,0
114130,happy,sad,romantic,3,3,3,1
114131,sad,0,16,13,12
114132,sad,4,10,6,3
114133,sad,romantic,0,4,4,3
114134,happy,sad,romantic,calm,0,0,0,0
114135,romantic,1,1,5,1
114136,romantic,1,1,3,0
114137,romantic,0,0,6,0
114138,happy,7,0,0,0
114139,happy,2,1,1,0
114140,happy,sad,romantic,calm,0,0,0,0
114141,happy,sad,romantic,calm,0,0,0,0
114142,romantic,3,2,12,2
114143,romantic,0,0,8,0
114144,romantic,1,4,5,2
114145,sad,calm,44,46,4,46
114146,romantic,1,0,4,0
114147,sad,1,4,3,3
114148,happy,2,1,0,0
114149,sad,5,6,3,3
114150,happy,sad,romantic,calm,0,0,0,0
114151,romantic,0,2,16,0
114152,happy,6,0,4,0
114153,romantic,3,0,8,2
114154,romantic,9,1,18,2
114155,happy,romantic,2,0,2,0
114156,romantic,1,3,7,3
114157,romantic,0,0,1,0
114158,romantic,1,9,26,8
114159,romantic,2,0,14,0
114160,romantic,1,1,10,1
114161,romantic,0,0,3,0
114162,romantic,0,1,6,0
114163,romantic,0,0,2,0
114164,romantic,2,1,3,1
114165,happy,3,0,0,0
114166,romantic,1,3,7,1
114167,romantic,1,1,5,0
114168,happy,romantic,4,1,4,0
114169,sad,0,1,0,0
114170,happy,sad,calm,4,4,0,4
114171,romantic,0,22,24,22
114172,romantic,0,0,6,1
114173,romantic,0,4,6,4
114174,romantic,0,0,2,0
114175,sad,romantic,calm,0,2,2,2
114176,sad,3,7,4,2
114177,romantic,4,0,6,0
114178,romantic,3,3,4,0
114179,romantic,6,9,13,3
114180,happy,3,2,2,0
114181,happy,sad,romantic,calm,0,0,0,0
114182,happy,sad,romantic,calm,0,0,0,0
114183,sad,0,3,2,0
114184,sad,romantic,0,3,3,0
114185,sad,0,2,0,0
114186,sad,0,4,0,0
114187,sad,romantic,0,5,5,0
114188,happy,sad,romantic,calm,0,0,0,0
114189,sad,romantic,0,1,1,0
114190,sad,romantic,0,6,6,0
114191,sad,0,2,0,0
114192,sad,romantic,0,1,1,0
114193,romantic,2,23,26,18
114194,happy,sad,romantic,calm,0,0,0,0
114195,happy,sad,romantic,calm,0,0,0,0
114196,happy,sad,romantic,calm,0,0,0,0
114197,romantic,1,3,7,1
114198,romantic,0,0,1,0
114199,romantic,7,5,17,4
114200,romantic,1,0,3,0
114201,romantic,5,0,16,0
114202,sad,romantic,1,4,4,2
114203,romantic,0,1,7,1
114204,romantic,4,5,14,2
114205,sad,0,5,3,1
114206,happy,3,2,2,1
114207,romantic,5,2,11,2
114208,happy,sad,romantic,calm,0,0,0,0
114209,romantic,5,5,18,6
114210,sad,6,9,7,2
114211,romantic,7,8,17,2
114212,happy,romantic,2,1,2,0
114213,sad,romantic,7,8,8,1
114214,sad,1,5,2,0
114215,romantic,0,0,4,0
114216,romantic,2,9,13,11
114217,sad,3,5,1,4
114218,romantic,1,1,10,0
114219,sad,romantic,calm,0,1,1,1
114220,romantic,1,1,2,0
114221,romantic,1,1,2,1
114222,romantic,6,4,10,4
114223,romantic,0,4,5,4
114224,romantic,10,6,12,0
114225,romantic,0,1,7,0
114226,romantic,4,1,5,0
114227,happy,sad,2,2,0,1
114228,romantic,1,5,31,1
114229,happy,romantic,4,0,4,0
114230,romantic,2,10,12,0
114231,romantic,2,4,5,2
114232,romantic,3,3,11,0
114233,sad,2,8,5,6
114234,romantic,5,3,9,3
114235,happy,5,1,1,0
114236,romantic,4,4,6,3
114237,romantic,1,1,4,0
114238,romantic,3,3,7,0
114239,sad,romantic,0,1,1,0
114240,romantic,1,2,7,1
114241,sad,0,24,1,0
114242,happy,7,5,4,0
114243,sad,5,13,6,2
114244,sad,6,11,3,1
114245,sad,2,6,3,1
114246,sad,3,8,3,1
114247,sad,romantic,0,3,3,1
114248,happy,3,2,1,2
114249,sad,10,16,11,4
114250,romantic,5,7,9,5
114251,sad,4,14,3,3
114252,romantic,3,2,6,2
114253,romantic,0,2,4,2
114254,romantic,5,2,7,1
114255,romantic,3,3,4,0
114256,sad,3,24,2,0
114257,sad,1,2,0,0
114258,sad,romantic,0,3,3,2
114259,romantic,0,1,3,1
114260,sad,romantic,0,1,1,0
114261,sad,1,3,2,1
114262,happy,romantic,1,0,1,0
114263,romantic,2,3,9,3
114264,happy,sad,2,2,1,0
114265,romantic,0,0,3,0
114266,romantic,0,0,1,0
114267,romantic,1,2,3,0
114268,romantic,0,1,2,1
114269,happy,sad,romantic,calm,0,0,0,0
114270,happy,sad,romantic,2,2,2,0
114271,happy,7,0,1,0
114272,happy,sad,romantic,calm,1,1,1,1
114273,happy,sad,romantic,calm,0,0,0,0
114274,romantic,1,0,2,1
114275,happy,sad,romantic,2,2,2,1
114276,sad,2,3,2,2
114277,romantic,0,0,1,0
114278,happy,4,0,0,0
114279,sad,1,3,0,0
114280,happy,romantic,1,0,1,0
114281,romantic,4,4,6,3
114282,happy,sad,calm,1,1,0,1
114283,sad,romantic,calm,0,1,1,1
114284,sad,0,4,0,0
114285,happy,sad,romantic,calm,0,0,0,0
114286,romantic,1,4,8,2
114287,romantic,3,2,7,2
114288,happy,sad,romantic,calm,0,0,0,0
114289,romantic,1,4,8,3
114290,happy,sad,1,1,0,0
114291,romantic,0,0,2,0
114292,romantic,4,4,6,0
114293,romantic,0,0,1,0
114294,sad,romantic,calm,1,3,3,3
114295,happy,sad,romantic,calm,0,0,0,0
114296,romantic,0,0,9,0
114297,happy,sad,romantic,calm,0,0,0,0
114298,sad,0,3,0,0
114299,romantic,0,1,6,0
114300,sad,calm,0,1,0,1
114301,happy,8,2,7,1
114302,romantic,4,15,19,10
114303,happy,calm,5,2,4,5
114304,romantic,13,2,38,0
114305,sad,0,6,5,4
114306,romantic,0,13,19,13
114307,romantic,3,1,4,1
114308,romantic,0,9,17,7
114309,romantic,15,4,32,0
114310,romantic,0,0,1,0
114311,romantic,1,0,6,0
114312,happy,14,2,12,0
114313,romantic,6,1,19,0
114314,romantic,1,1,7,0
114315,romantic,1,14,17,2
114316,romantic,2,8,14,7
114317,romantic,0,6,7,1
114318,romantic,0,1,3,1
114319,romantic,2,9,13,9
114320,romantic,2,10,12,8
114321,romantic,4,3,7,0
114322,happy,sad,calm,12,12,4,12
114323,sad,0,3,0,0
114324,happy,9,1,1,1
114325,sad,romantic,0,1,1,0
114326,sad,5,17,10,0
114327,sad,1,6,5,1
114328,sad,0,7,5,0
114329,romantic,6,2,11,0
114330,sad,0,4,2,1
114331,happy,sad,romantic,1,1,1,0
114332,happy,sad,romantic,calm,0,0,0,0
114333,happy,romantic,3,0,3,0
114334,happy,7,0,2,1
114335,sad,romantic,0,1,1,0
114336,romantic,5,11,16,11
114337,romantic,0,0,4,0
114338,romantic,0,1,17,1
114339,sad,5,11,0,0
114340,sad,romantic,0,1,1,0
114341,romantic,6,7,9,5
114342,romantic,2,0,3,0
114343,romantic,1,6,14,4
114344,sad,1,7,6,0
114345,sad,romantic,0,3,3,0
114346,romantic,8,2,10,3
114347,happy,romantic,2,1,2,0
114348,sad,romantic,1,2,2,0
114349,romantic,0,2,8,2
114350,romantic,2,2,5,2
114351,romantic,2,8,17,6
114352,sad,0,6,1,0
114353,sad,0,2,0,0
114354,happy,11,0,2,0
114355,sad,0,2,0,0
114356,romantic,4,2,7,2
114357,romantic,8,0,41,0
114358,romantic,0,0,10,0
114359,romantic,0,0,1,0
114360,happy,6,0,0,0
114361,romantic,8,0,41,0
114362,sad,romantic,2,6,6,5
114363,romantic,2,2,5,4
114364,romantic,2,0,9,2
114365,romantic,3,3,8,4
114366,happy,sad,3,3,2,1
114367,romantic,0,0,7,0
114368,romantic,5,0,7,0
114369,romantic,0,3,5,0
114370,romantic,0,0,1,0
114371,romantic,0,0,4,0
114372,sad,romantic,0,1,1,0
114373,romantic,1,1,2,1
114374,romantic,0,1,12,1
114375,romantic,6,8,14,6
114376,romantic,3,4,13,4
114377,romantic,2,3,6,0
114378,sad,romantic,calm,0,2,2,2
114379,romantic,1,1,11,1
114380,romantic,3,4,11,3
114381,romantic,0,0,11,0
114382,romantic,2,1,12,1
114383,sad,0,3,1,0
114384,romantic,16,1,17,0
114385,happy,romantic,4,1,4,0
114386,romantic,0,1,12,0
114387,sad,6,7,1,2
114388,happy,1,0,0,0
114389,sad,2,3,1,0
114390,romantic,4,4,9,6
114391,romantic,0,0,3,0
114392,romantic,2,10,12,8
114393,romantic,0,0,4,0
114394,romantic,6,4,7,0
114395,happy,sad,romantic,calm,0,0,0,0
114396,happy,romantic,10,3,10,3
114397,romantic,1,1,4,0
114398,romantic,1,2,4,1
114399,sad,romantic,calm,1,2,2,2
114400,romantic,1,0,3,1
114401,happy,sad,romantic,calm,1,1,1,1
114402,happy,4,0,3,0
114403,sad,3,14,5,0
114404,sad,1,2,0,0
114405,romantic,3,2,5,1
114406,romantic,0,0,3,0
114407,happy,sad,romantic,calm,0,0,0,0
114408,romantic,3,13,15,13
114409,happy,romantic,4,0,4,0
114410,sad,3,4,3,0
114411,romantic,1,1,2,0
114412,happy,romantic,11,7,11,1
114413,romantic,4,3,5,3
114414,sad,5,11,8,0
114415,sad,0,4,0,0
114416,romantic,0,0,1,0
114417,sad,romantic,calm,0,2,2,2
114418,romantic,5,17,27,15
114419,romantic,1,5,7,4
114420,happy,5,4,2,1
114421,romantic,0,0,1,0
114422,romantic,1,0,2,0
114423,romantic,2,9,11,9
114424,romantic,3,3,15,0
114425,romantic,0,4,20,0
114426,romantic,1,0,16,0
114427,romantic,1,4,6,3
114428,happy,sad,romantic,calm,0,0,0,0
114429,sad,2,9,7,4
114430,romantic,0,0,1,0
114431,romantic,5,13,17,12
114432,happy,2,0,1,0
114433,romantic,8,1,9,0
114434,happy,romantic,5,0,5,0
114435,sad,1,9,8,8
114436,romantic,2,7,9,3
114437,romantic,3,2,7,3
114438,happy,calm,4,0,1,4
114439,romantic,1,3,7,0
114440,romantic,4,7,16,6
114441,romantic,3,1,30,6
114442,romantic,0,0,10,2
114443,sad,romantic,1,6,6,2
114444,romantic,0,1,7,1
114445,happy,4,1,1,0
114446,romantic,1,1,12,2
114447,romantic,4,4,8,3
114448,romantic,5,2,15,2
114449,romantic,2,2,3,0
114450,romantic,12,2,16,0
114451,happy,6,3,4,0
114452,sad,2,4,3,0
114453,romantic,1,1,7,0
114454,romantic,0,4,10,4
114455,romantic,11,3,27,1
114456,romantic,1,1,9,2
114457,romantic,0,6,11,6
114458,happy,4,2,2,0
114459,romantic,0,0,3,1
114460,romantic,3,1,5,1
114461,sad,romantic,calm,0,1,1,1
114462,sad,romantic,0,7,7,4
114463,romantic,4,0,8,0
114464,romantic,3,3,6,0
114465,happy,2,1,1,0
114466,romantic,0,0,1,0
114467,happy,6,0,3,2
114468,romantic,4,1,5,3
114469,romantic,1,4,5,1
114470,happy,calm,1,0,0,1
114471,romantic,0,1,3,1
114472,sad,0,1,0,0
114473,happy,sad,romantic,calm,0,0,0,0
114474,happy,sad,romantic,calm,0,0,0,0
114475,sad,0,1,0,0
114476,sad,romantic,calm,2,4,4,4
114477,romantic,4,0,8,0
114478,romantic,3,1,13,0
114479,happy,5,1,0,0
114480,romantic,2,1,3,0
114481,sad,8,18,2,2
114482,happy,sad,romantic,calm,0,0,0,0
114483,romantic,1,0,2,0
114484,happy,romantic,4,2,4,2
114485,romantic,2,3,4,0
114486,happy,sad,romantic,calm,0,0,0,0
114487,happy,2,0,1,1
114488,romantic,1,2,5,1
114489,romantic,1,2,3,2
114490,sad,0,6,3,0
114491,romantic,0,0,1,0
114492,happy,sad,1,1,0,0
114493,romantic,0,0,2,0
114494,happy,romantic,calm,4,0,4,4
114495,romantic,5,4,6,0
114496,romantic,0,0,1,0
114497,happy,1,0,0,0
114498,sad,3,6,0,0
114499,romantic,4,4,7,0
114500,sad,0,8,3,0
114501,romantic,7,9,10,4
114502,romantic,4,4,24,1
114503,romantic,3,4,10,0
114504,romantic,4,3,9,4
114505,happy,30,27,8,6
114506,romantic,0,2,10,1
114507,romantic,5,6,11,4
114508,romantic,2,1,6,1
114509,romantic,0,0,2,0
114510,romantic,1,4,12,2
114511,romantic,2,1,7,0
114512,romantic,6,4,19,0
114513,sad,0,5,4,0
114514,romantic,4,13,14,8
114515,happy,romantic,12,8,12,2
114516,sad,3,21,3,1
114517,romantic,15,30,33,15
114518,sad,3,55,5,3
114519,happy,5,4,1,0
114520,sad,2,9,6,5
114521,sad,8,19,14,11
114522,happy,6,4,3,2
114523,sad,7,15,2,3
114524,romantic,4,5,10,2
114525,sad,6,21,11,9
114526,sad,1,16,14,12
114527,sad,5,18,5,3
114528,sad,0,8,5,0
114529,sad,5,16,10,6
114530,romantic,1,4,5,2
114531,sad,4,55,7,3
114532,sad,7,9,7,0
114533,romantic,0,5,6,2
114534,sad,romantic,2,5,5,1
114535,happy,romantic,4,0,4,1
114536,romantic,3,3,8,2
114537,romantic,3,10,17,7
114538,sad,romantic,6,9,9,5
114539,romantic,2,4,5,0
114540,sad,3,8,4,2
114541,romantic,7,8,10,2
114542,sad,0,6,5,2
114543,sad,0,1,0,0
114544,romantic,3,1,4,0
114545,calm,7,5,6,10
114546,romantic,3,9,11,3
114547,happy,sad,romantic,calm,0,0,0,0
114548,sad,0,3,1,1
114549,sad,0,2,0,0
114550,happy,romantic,3,0,3,0
114551,happy,10,9,3,0
114552,happy,sad,romantic,1,1,1,0
114553,happy,6,3,1,2
114554,sad,8,34,17,10
114555,romantic,1,1,8,1
114556,romantic,6,0,12,0
114557,romantic,6,0,8,0
114558,happy,4,1,2,1
114559,romantic,1,0,4,0
114560,romantic,7,4,10,0
114561,romantic,0,1,2,0
114562,romantic,10,8,14,3
114563,romantic,7,6,8,5
114564,romantic,24,22,31,4
114565,romantic,21,17,29,7
114566,romantic,16,12,24,11
114567,romantic,18,13,19,5
114568,romantic,9,1,32,9
114569,romantic,17,14,26,8
114570,happy,19,18,17,3
114571,romantic,12,9,15,3
114572,romantic,20,24,34,3
114573,romantic,22,28,30,3
114574,happy,36,26,34,15
114575,romantic,34,36,48,3
114576,romantic,14,33,47,4
114577,romantic,28,25,34,8
114578,romantic,1,1,13,1
114579,romantic,26,23,27,4
114580,romantic,13,0,23,15
114581,romantic,13,9,23,3
114582,romantic,7,2,15,6
114583,romantic,21,31,40,4
114584,romantic,21,4,23,21
114585,romantic,6,0,14,6
114586,romantic,32,22,33,10
114587,romantic,42,34,54,8
114588,romantic,19,19,26,1
114589,romantic,9,0,19,8
114590,happy,romantic,5,2,5,4
114591,romantic,17,16,20,3
114592,romantic,7,2,13,6
114593,happy,6,0,4,0
114594,romantic,4,3,5,2
114595,romantic,0,0,5,0
114596,happy,2,1,0,0
114597,happy,sad,romantic,calm,1,1,1,1
114598,sad,1,4,2,0
114599,calm,0,0,0,1
114600,happy,9,5,0,8
114601,romantic,1,2,4,1
114602,happy,10,8,4,2
114603,happy,4,3,1,0
114604,romantic,1,5,7,4
114605,romantic,2,7,12,2
114606,happy,romantic,4,3,4,1
114607,romantic,1,1,4,1
114608,happy,sad,romantic,calm,0,0,0,0
114609,happy,sad,romantic,calm,0,0,0,0
114610,romantic,0,0,22,0
114611,romantic,4,0,8,0
114612,happy,romantic,10,7,10,4
114613,happy,10,2,7,2
114614,happy,30,11,10,16
114615,happy,21,0,0,0
114616,sad,8,9,4,7
114617,romantic,7,2,9,0
114618,happy,9,2,0,0
114619,happy,6,1,0,0
114620,happy,3,1,2,0
114621,happy,romantic,3,0,3,0
114622,romantic,0,0,2,0
114623,romantic,0,0,8,0
114624,romantic,0,2,3,0
114625,romantic,1,6,16,1
114626,sad,10,13,5,0
114627,romantic,2,11,25,4
114628,happy,5,4,2,3
114629,happy,12,3,1,10
114630,sad,3,5,2,1
114631,sad,17,20,3,2
114632,sad,5,6,4,1
114633,sad,2,14,0,0
114634,sad,3,4,0,2
114635,happy,sad,4,4,3,1
114636,sad,9,19,4,2
114637,happy,12,6,9,9
114638,happy,sad,9,9,6,4
114639,sad,2,5,2,0
114640,sad,2,5,2,0
114641,sad,2,4,3,0
114642,sad,14,16,9,13
114643,sad,5,11,3,0
114644,sad,10,66,57,54
114645,happy,6,4,3,2
114646,sad,5,8,5,2
114647,sad,8,15,6,1
114648,happy,21,9,8,12
114649,sad,12,23,14,3
114650,happy,37,36,34,27
114651,sad,4,10,4,2
114652,sad,15,21,8,9
114653,happy,5,4,4,2
114654,sad,9,13,6,5
114655,sad,9,14,6,4
114656,happy,11,8,6,1
114657,happy,3,2,1,2
114658,happy,12,2,9,10
114659,sad,15,23,13,9
114660,sad,8,14,5,0
114661,happy,13,9,5,8
114662,sad,4,5,4,0
114663,sad,6,7,4,3
114664,sad,2,15,4,4
114665,happy,11,9,5,4
114666,sad,2,4,0,2
114667,sad,20,24,16,0
114668,happy,sad,romantic,calm,0,0,0,0
114669,happy,2,1,1,0
114670,happy,3,1,2,0
114671,romantic,0,0,8,1
114672,sad,romantic,calm,0,1,1,1
114673,romantic,0,0,30,0
114674,romantic,0,2,17,1
114675,romantic,0,0,4,0
114676,sad,1,3,2,2
114677,sad,7,21,9,1
114678,romantic,1,2,5,0
114679,romantic,0,0,1,0
114680,romantic,0,0,5,0
114681,sad,17,29,23,10
114682,sad,35,43,27,26
114683,sad,51,63,57,33
114684,sad,3,9,8,3
114685,calm,13,17,10,18
114686,happy,34,29,30,30
114687,sad,27,31,24,17
114688,sad,38,66,47,50
114689,happy,36,24,15,12
114690,happy,sad,10,10,5,6
114691,happy,28,21,19,14
114692,romantic,19,25,27,17
114693,happy,sad,romantic,calm,0,0,0,0
114694,sad,0,3,1,1
114695,happy,sad,2,2,0,0
114696,happy,romantic,5,4,5,3
114697,happy,romantic,1,0,1,0
114698,happy,sad,romantic,calm,0,0,0,0
114699,happy,3,2,0,0
114700,sad,5,7,1,1
114701,sad,2,3,2,2
114702,sad,romantic,0,1,1,0
114703,happy,sad,romantic,calm,0,0,0,0
114704,sad,0,5,2,0
114705,romantic,4,7,9,5
114706,happy,romantic,2,1,2,0
